priority	candidate_id	source_path	field	dtype	n_unique	n_missing	split_name_candidate	perturbation_name_candidate	control_value_detected	examples
18	tian2019_ipsc_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2019_ipsc_crispri/TianKampmann2019_iPSC.h5ad	percent_ribo	float64	49660	1110	False	False	False	"[""0.0"", ""0.7299270072992701"", ""1.0101010101010102"", ""1.0416666666666665"", ""1.1904761904761905"", ""1.2195121951219512"", ""1.25"", ""1.3333333333333335"", ""1.5151515151515151"", ""1.5873015873015872"", ""1.6129032258064515"", ""1.639344262295082"", ""1.7241379310344827"", ""1.7857142857142856"", ""1.8181818181818181"", ""1.8518518518518516""]"
19	tian2021_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2021_crispri/TianKampmann2021_CRISPRi.h5ad	guide_id	category	372	0	False	True	False	"[""ADAM10_i3"", ""ADAM10_i4"", ""ADARB2_i1"", ""ADARB2_i2"", ""AFG3L2_i6"", ""AFG3L2_i7"", ""AIFM1_i1"", ""AIFM1_i2"", ""AKAP9_i3"", ""AKAP9_i4"", ""AMFR_i1"", ""AMFR_i2"", ""ANO10_i1"", ""ANO10_i2"", ""AP2A2_i3"", ""AP2A2_i4""]"
19	tian2021_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2021_crispri/TianKampmann2021_CRISPRi.h5ad	perturbation	category	185	0	False	True	False	"[""ADAM10"", ""ADARB2"", ""AFG3L2"", ""AIFM1"", ""AKAP9"", ""AMFR"", ""ANO10"", ""AP2A2"", ""APEX1"", ""ARID1B"", ""ATG5"", ""ATP1A3"", ""ATP5C1"", ""ATP5H"", ""ATP6AP2"", ""ATXN1""]"
19	tian2021_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2021_crispri/TianKampmann2021_CRISPRi.h5ad	tissue_type	category	1	0	False	False	False	"[""primary""]"
19	tian2021_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2021_crispri/TianKampmann2021_CRISPRi.h5ad	celltype	category	1	0	False	False	False	"[""iPSC-induced neuron""]"
19	tian2021_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2021_crispri/TianKampmann2021_CRISPRi.h5ad	cancer	bool	1	0	False	False	False	"[""False""]"
19	tian2021_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2021_crispri/TianKampmann2021_CRISPRi.h5ad	disease	category	1	0	False	False	False	"[""healthy""]"
19	tian2021_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2021_crispri/TianKampmann2021_CRISPRi.h5ad	perturbation_type	category	1	0	False	True	False	"[""CRISPR""]"
19	tian2021_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2021_crispri/TianKampmann2021_CRISPRi.h5ad	organism	category	1	0	False	False	False	"[""human""]"
19	tian2021_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2021_crispri/TianKampmann2021_CRISPRi.h5ad	batch	category	4	0	True	False	False	"[""1"", ""2"", ""3"", ""4""]"
19	tian2021_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2021_crispri/TianKampmann2021_CRISPRi.h5ad	nperts	int64	2	0	False	False	False	"[""0"", ""1""]"
19	tian2021_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2021_crispri/TianKampmann2021_CRISPRi.h5ad	ngenes	int64	6392	0	False	True	False	"[""1000"", ""1001"", ""1002"", ""1003"", ""1004"", ""1006"", ""1007"", ""1008"", ""1010"", ""1011"", ""1012"", ""1013"", ""1014"", ""1015"", ""1016"", ""1017""]"
19	tian2021_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2021_crispri/TianKampmann2021_CRISPRi.h5ad	ncounts	float64	18478	0	False	False	False	"[""1000.0"", ""10000.0"", ""10002.0"", ""10003.0"", ""10004.0"", ""10005.0"", ""10006.0"", ""10007.0"", ""10008.0"", ""10009.0"", ""1001.0"", ""10010.0"", ""10011.0"", ""10012.0"", ""10013.0"", ""10015.0""]"
19	tian2021_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2021_crispri/TianKampmann2021_CRISPRi.h5ad	percent_mito	float64	31963	0	False	False	False	"[""0.3663003663003663"", ""0.8301707779886147"", ""1.100891861761427"", ""1.1718992850481815"", ""1.2208135911555043"", ""1.2728977354680513"", ""1.3094550356248795"", ""1.3806706114398422"", ""1.3898080741230974"", ""1.4165300866307655"", ""1.4196320164378444"", ""1.4198782961460445"", ""1.471257394205976"", ""1.5042117930204573"", ""1.516565562295847"", ""1.5227021040974529""]"
19	tian2021_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2021_crispri/TianKampmann2021_CRISPRi.h5ad	percent_ribo	float64	31874	0	False	False	False	"[""1.0875955320399766"", ""1.1911036154738062"", ""1.2131715771230502"", ""1.2263884973216803"", ""1.260053619302949"", ""1.2654272769879706"", ""1.28130460104834"", ""1.4167242570836214"", ""1.4285714285714286"", ""1.431540060032325"", ""1.4350717535876794"", ""1.4352132605619567"", ""1.4595406739643701"", ""1.465201465201465"", ""1.4697726012201886"", ""1.4850599391662194""]"
19	tian2021_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2021_crispri/TianKampmann2021_CRISPRi.h5ad	percent_hemo	float64	48	0	False	False	False	"[""0.0"", ""0.0019086154903233195"", ""0.002284513284444749"", ""0.0023596592652021047"", ""0.0025065797719012405"", ""0.0028658222043904395"", ""0.0030483158055174516"", ""0.0032213381438649614"", ""0.0032682942772167206"", ""0.0033170796430822304"", ""0.0033213763783711972"", ""0.0035413272894680927"", ""0.0036953549388418763"", ""0.0038374457960781306"", ""0.004018162092658818"", ""0.0040889761203794575""]"
20	adamson2016_10x001	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x001/AdamsonWeissman2016_GSM2406675_10X001.h5ad	perturbation	category	9	10	False	True	False	"[""*"", ""62(mod)_pBA581"", ""BHLHE40_pDS258"", ""CREB1_pDS269"", ""DDIT3_pDS263"", ""EP300_pDS268"", ""SNAI1_pDS266"", ""SPI1_pDS255"", ""ZNF326_pDS262""]"
20	adamson2016_10x001	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x001/AdamsonWeissman2016_GSM2406675_10X001.h5ad	read count	float64	1878	10	False	False	False	"[""1.0"", ""100.0"", ""1001.0"", ""1002.0"", ""1003.0"", ""1004.0"", ""1005.0"", ""1006.0"", ""1007.0"", ""1008.0"", ""1009.0"", ""101.0"", ""1010.0"", ""1011.0"", ""1012.0"", ""1013.0""]"
20	adamson2016_10x001	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x001/AdamsonWeissman2016_GSM2406675_10X001.h5ad	UMI count	float64	213	10	False	False	False	"[""1.0"", ""10.0"", ""100.0"", ""101.0"", ""102.0"", ""103.0"", ""104.0"", ""105.0"", ""106.0"", ""107.0"", ""108.0"", ""109.0"", ""11.0"", ""110.0"", ""111.0"", ""112.0""]"
20	adamson2016_10x001	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x001/AdamsonWeissman2016_GSM2406675_10X001.h5ad	tissue_type	category	1	0	False	False	False	"[""cell_line""]"
20	adamson2016_10x001	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x001/AdamsonWeissman2016_GSM2406675_10X001.h5ad	cell_line	category	1	0	False	False	False	"[""K562""]"
20	adamson2016_10x001	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x001/AdamsonWeissman2016_GSM2406675_10X001.h5ad	cancer	bool	1	0	False	False	False	"[""True""]"
20	adamson2016_10x001	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x001/AdamsonWeissman2016_GSM2406675_10X001.h5ad	disease	category	1	0	False	False	False	"[""chronic myelogenous leukemia""]"
20	adamson2016_10x001	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x001/AdamsonWeissman2016_GSM2406675_10X001.h5ad	perturbation_type	category	1	0	False	True	False	"[""CRISPR""]"
20	adamson2016_10x001	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x001/AdamsonWeissman2016_GSM2406675_10X001.h5ad	celltype	category	1	0	False	False	False	"[""lymphoblasts""]"
20	adamson2016_10x001	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x001/AdamsonWeissman2016_GSM2406675_10X001.h5ad	organism	category	1	0	False	False	False	"[""human""]"
20	adamson2016_10x001	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x001/AdamsonWeissman2016_GSM2406675_10X001.h5ad	ncounts	float32	4481	0	False	False	False	"[""10000.0"", ""10001.0"", ""10002.0"", ""10003.0"", ""10006.0"", ""10008.0"", ""10010.0"", ""10012.0"", ""10014.0"", ""10015.0"", ""10017.0"", ""10018.0"", ""10019.0"", ""10021.0"", ""10023.0"", ""10024.0""]"
20	adamson2016_10x001	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x001/AdamsonWeissman2016_GSM2406675_10X001.h5ad	ngenes	int64	1808	0	False	True	False	"[""1003"", ""1005"", ""1020"", ""1041"", ""1042"", ""1045"", ""1051"", ""1064"", ""1067"", ""1075"", ""1078"", ""1085"", ""1098"", ""1111"", ""1116"", ""1121""]"
20	adamson2016_10x001	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x001/AdamsonWeissman2016_GSM2406675_10X001.h5ad	percent_mito	float32	1	0	False	False	False	"[""0.0""]"
20	adamson2016_10x001	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x001/AdamsonWeissman2016_GSM2406675_10X001.h5ad	percent_ribo	float32	5750	0	False	False	False	"[""15.3141775"", ""17.66488"", ""18.480373"", ""20.453173"", ""20.63821"", ""20.964361"", ""21.402819"", ""21.41724"", ""21.913843"", ""22.135162"", ""22.240915"", ""22.251247"", ""22.372343"", ""22.524544"", ""22.817461"", ""22.848528""]"
20	adamson2016_10x001	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x001/AdamsonWeissman2016_GSM2406675_10X001.h5ad	nperts	int64	3	0	False	False	False	"[""0"", ""1"", ""2""]"
21	adamson2016_10x005	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x005/AdamsonWeissman2016_GSM2406677_10X005.h5ad	perturbation	category	20	296	False	True	True	"[""*"", ""3x_neg_ctrl_pMJ144-1"", ""3x_neg_ctrl_pMJ144-2"", ""ATF4_pBA576"", ""ATF6_IRE1_pMJ152"", ""ATF6_PERK_IRE1_pMJ158"", ""ATF6_PERK_pMJ150"", ""ATF6_only_pMJ145"", ""C7orf26_pDS004"", ""Gal4-4(mod)_pBA582"", ""IER3IP1_pDS003"", ""IRE1_only_pMJ148"", ""PERK_IRE1_pMJ154"", ""PERK_only_pMJ146"", ""PSMA1_pDS007"", ""PSMD12_pDS009""]"
21	adamson2016_10x005	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x005/AdamsonWeissman2016_GSM2406677_10X005.h5ad	read count	float64	800	296	False	False	False	"[""1.0"", ""10.0"", ""100.0"", ""1006.0"", ""101.0"", ""102.0"", ""1025.0"", ""103.0"", ""104.0"", ""105.0"", ""106.0"", ""1064.0"", ""1068.0"", ""107.0"", ""1071.0"", ""108.0""]"
21	adamson2016_10x005	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x005/AdamsonWeissman2016_GSM2406677_10X005.h5ad	UMI count	float64	196	296	False	False	False	"[""1.0"", ""10.0"", ""100.0"", ""101.0"", ""102.0"", ""103.0"", ""104.0"", ""105.0"", ""106.0"", ""107.0"", ""108.0"", ""109.0"", ""11.0"", ""110.0"", ""111.0"", ""112.0""]"
21	adamson2016_10x005	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x005/AdamsonWeissman2016_GSM2406677_10X005.h5ad	tissue_type	category	1	0	False	False	False	"[""cell_line""]"
21	adamson2016_10x005	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x005/AdamsonWeissman2016_GSM2406677_10X005.h5ad	cell_line	category	1	0	False	False	False	"[""K562""]"
21	adamson2016_10x005	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x005/AdamsonWeissman2016_GSM2406677_10X005.h5ad	cancer	bool	1	0	False	False	False	"[""True""]"
21	adamson2016_10x005	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x005/AdamsonWeissman2016_GSM2406677_10X005.h5ad	disease	category	1	0	False	False	False	"[""chronic myelogenous leukemia""]"
21	adamson2016_10x005	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x005/AdamsonWeissman2016_GSM2406677_10X005.h5ad	perturbation_type	category	1	0	False	True	False	"[""CRISPR""]"
21	adamson2016_10x005	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x005/AdamsonWeissman2016_GSM2406677_10X005.h5ad	celltype	category	1	0	False	False	False	"[""lymphoblasts""]"
21	adamson2016_10x005	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x005/AdamsonWeissman2016_GSM2406677_10X005.h5ad	organism	category	1	0	False	False	False	"[""human""]"
21	adamson2016_10x005	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x005/AdamsonWeissman2016_GSM2406677_10X005.h5ad	ncounts	float32	11516	0	False	False	False	"[""10015.0"", ""10024.0"", ""10027.0"", ""10030.0"", ""10037.0"", ""10043.0"", ""10048.0"", ""10055.0"", ""10064.0"", ""10065.0"", ""10069.0"", ""10071.0"", ""10075.0"", ""10078.0"", ""10082.0"", ""10089.0""]"
21	adamson2016_10x005	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x005/AdamsonWeissman2016_GSM2406677_10X005.h5ad	ngenes	int64	3164	0	False	True	False	"[""1036"", ""1201"", ""1306"", ""1327"", ""1342"", ""1425"", ""1483"", ""1506"", ""1510"", ""1529"", ""1537"", ""1556"", ""1565"", ""1567"", ""1588"", ""1603""]"
21	adamson2016_10x005	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x005/AdamsonWeissman2016_GSM2406677_10X005.h5ad	percent_mito	float32	14978	0	False	False	False	"[""0.0"", ""0.0132714"", ""0.02466294"", ""0.026752274"", ""0.0271813"", ""0.03148119"", ""0.03478866"", ""0.037067927"", ""0.037800036"", ""0.040625636"", ""0.045289855"", ""0.052507218"", ""0.052919388"", ""0.05298481"", ""0.054312404"", ""0.056670986""]"
21	adamson2016_10x005	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x005/AdamsonWeissman2016_GSM2406677_10X005.h5ad	percent_ribo	float32	14975	0	False	False	False	"[""10.224949"", ""11.326084"", ""11.399738"", ""11.413324"", ""11.450381"", ""12.359851"", ""12.919379"", ""13.171729"", ""13.504389"", ""13.977101"", ""14.240815"", ""14.618393"", ""14.762066"", ""15.168539"", ""15.230706"", ""15.244286""]"
21	adamson2016_10x005	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/adamson2016_10x005/AdamsonWeissman2016_GSM2406677_10X005.h5ad	nperts	int64	5	0	False	False	False	"[""0"", ""1"", ""2"", ""3"", ""4""]"
22	norman2019_k562_crispra	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/norman2019_k562_crispra/NormanWeissman2019_filtered.h5ad	guide_id	category	290	0	False	True	True	"[""AHR_FEV;AHR_FEV"", ""AHR_KLF1;AHR_KLF1"", ""AHR_NegCtrl0;AHR_NegCtrl0"", ""ARID1A_NegCtrl0;ARID1A_NegCtrl0"", ""ARRDC3_NegCtrl0;ARRDC3_NegCtrl0"", ""ATL1_NegCtrl0;ATL1_NegCtrl0"", ""BAK1_NegCtrl0;BAK1_NegCtrl0"", ""BCL2L11_BAK1;BCL2L11_BAK1"", ""BCL2L11_NegCtrl0;BCL2L11_NegCtrl0"", ""BCL2L11_TGFBR2;BCL2L11_TGFBR2"", ""BCORL1_NegCtrl0;BCORL1_NegCtrl0"", ""BPGM_NegCtrl0;BPGM_NegCtrl0"", ""BPGM_SAMD1;BPGM_SAMD1"", ""BPGM_ZBTB1;BPGM_ZBTB1"", ""C19orf26_NegCtrl0;C19orf26_NegCtrl0"", ""C3orf72_FOXL2;C3orf72_FOXL2""]"
22	norman2019_k562_crispra	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/norman2019_k562_crispra/NormanWeissman2019_filtered.h5ad	read_count	int64	4592	0	False	False	False	"[""1"", ""10"", ""100"", ""1000"", ""1001"", ""1002"", ""1003"", ""1004"", ""1005"", ""1006"", ""1007"", ""1008"", ""1009"", ""101"", ""1010"", ""1011""]"
22	norman2019_k562_crispra	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/norman2019_k562_crispra/NormanWeissman2019_filtered.h5ad	UMI_count	int64	338	0	False	False	False	"[""1"", ""10"", ""100"", ""101"", ""102"", ""103"", ""104"", ""105"", ""106"", ""1067"", ""107"", ""108"", ""109"", ""11"", ""110"", ""111""]"
22	norman2019_k562_crispra	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/norman2019_k562_crispra/NormanWeissman2019_filtered.h5ad	coverage	float64	41354	0	False	False	False	"[""1.0"", ""1.1"", ""1.125"", ""1.1428571428571428"", ""1.1666666666666667"", ""1.181818181818182"", ""1.3333333333333333"", ""1.3636363636363635"", ""1.3793103448275863"", ""1.3846153846153846"", ""1.4"", ""1.4444444444444444"", ""1.4666666666666666"", ""1.5"", ""1.5909090909090908"", ""1.5957446808510638""]"
22	norman2019_k562_crispra	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/norman2019_k562_crispra/NormanWeissman2019_filtered.h5ad	gemgroup	int64	8	0	False	False	False	"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8""]"
22	norman2019_k562_crispra	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/norman2019_k562_crispra/NormanWeissman2019_filtered.h5ad	good_coverage	bool	2	0	False	False	False	"[""False"", ""True""]"
22	norman2019_k562_crispra	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/norman2019_k562_crispra/NormanWeissman2019_filtered.h5ad	number_of_cells	int64	8	0	False	False	False	"[""0"", ""1"", ""10"", ""2"", ""3"", ""4"", ""5"", ""6""]"
22	norman2019_k562_crispra	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/norman2019_k562_crispra/NormanWeissman2019_filtered.h5ad	tissue_type	category	1	0	False	False	False	"[""cell_line""]"
22	norman2019_k562_crispra	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/norman2019_k562_crispra/NormanWeissman2019_filtered.h5ad	cell_line	category	1	0	False	False	False	"[""K562""]"
22	norman2019_k562_crispra	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/norman2019_k562_crispra/NormanWeissman2019_filtered.h5ad	cancer	bool	1	0	False	False	False	"[""True""]"
22	norman2019_k562_crispra	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/norman2019_k562_crispra/NormanWeissman2019_filtered.h5ad	disease	category	1	0	False	False	False	"[""chronic myelogenous leukemia""]"
22	norman2019_k562_crispra	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/norman2019_k562_crispra/NormanWeissman2019_filtered.h5ad	perturbation_type	category	1	0	False	True	False	"[""CRISPR""]"
22	norman2019_k562_crispra	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/norman2019_k562_crispra/NormanWeissman2019_filtered.h5ad	celltype	category	1	0	False	False	False	"[""lymphoblasts""]"
22	norman2019_k562_crispra	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/norman2019_k562_crispra/NormanWeissman2019_filtered.h5ad	organism	category	1	0	False	False	False	"[""human""]"
22	norman2019_k562_crispra	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/norman2019_k562_crispra/NormanWeissman2019_filtered.h5ad	perturbation	category	237	0	False	True	False	"[""AHR"", ""AHR_FEV"", ""AHR_KLF1"", ""ARID1A"", ""ARRDC3"", ""ATL1"", ""BAK1"", ""BCL2L11"", ""BCL2L11_BAK1"", ""BCL2L11_TGFBR2"", ""BCORL1"", ""BPGM"", ""BPGM_SAMD1"", ""BPGM_ZBTB1"", ""C19orf26"", ""C3orf72""]"
22	norman2019_k562_crispra	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/norman2019_k562_crispra/NormanWeissman2019_filtered.h5ad	nperts	int64	3	0	False	False	False	"[""0"", ""1"", ""2""]"
22	norman2019_k562_crispra	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/norman2019_k562_crispra/NormanWeissman2019_filtered.h5ad	ngenes	int64	4328	0	False	True	False	"[""1057"", ""1080"", ""1089"", ""1098"", ""1103"", ""1110"", ""1156"", ""1167"", ""1180"", ""1188"", ""1195"", ""1196"", ""1200"", ""1219"", ""1221"", ""1222""]"
22	norman2019_k562_crispra	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/norman2019_k562_crispra/NormanWeissman2019_filtered.h5ad	ncounts	float64	25082	0	False	False	False	"[""10000.0"", ""10001.0"", ""10002.0"", ""10003.0"", ""10004.0"", ""10005.0"", ""10006.0"", ""10007.0"", ""10008.0"", ""10009.0"", ""10010.0"", ""10011.0"", ""10012.0"", ""10013.0"", ""10014.0"", ""10015.0""]"
22	norman2019_k562_crispra	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/norman2019_k562_crispra/NormanWeissman2019_filtered.h5ad	percent_mito	float64	108814	0	False	False	False	"[""0.044228217602830605"", ""0.06330115524608325"", ""0.06969334926324174"", ""0.0736842105263158"", ""0.07464543418760886"", ""0.08092251669026906"", ""0.09175714941122495"", ""0.11368804001819009"", ""0.15641293013555788"", ""0.1605872906629961"", ""0.16309666195498532"", ""0.16576875259013676"", ""0.19460661662496526"", ""0.21536252692031585"", ""0.2309113300492611"", ""0.23207240659085634""]"
22	norman2019_k562_crispra	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/norman2019_k562_crispra/NormanWeissman2019_filtered.h5ad	percent_ribo	float64	110420	0	False	False	False	"[""10.055478502080444"", ""10.084033613445378"", ""10.095098756400878"", ""10.100395497414056"", ""10.197368421052632"", ""10.328638497652582"", ""10.406272273699216"", ""10.456877595895431"", ""10.465116279069768"", ""10.489098408956982"", ""10.49396767584794"", ""10.55369751021925"", ""10.641200545702592"", ""10.754017305315204"", ""10.821446138711265"", ""10.861001688238604""]"
23	replogle2022_rpe1_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/replogle2022_rpe1_crispri/ReplogleWeissman2022_rpe1.h5ad	batch	int64	56	0	True	False	False	"[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22"", ""23""]"
23	replogle2022_rpe1_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/replogle2022_rpe1_crispri/ReplogleWeissman2022_rpe1.h5ad	gene	category	2394	0	False	True	False	"[""AAAS"", ""AAMP"", ""AAR2"", ""AARS"", ""AARS2"", ""AASDHPPT"", ""AATF"", ""ABCB10"", ""ABCB7"", ""ABCE1"", ""ABCF1"", ""ABCG1"", ""ABHD11"", ""ABHD17A"", ""ABT1"", ""AC118549.1""]"
23	replogle2022_rpe1_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/replogle2022_rpe1_crispri/ReplogleWeissman2022_rpe1.h5ad	gene_id	category	2391	458	False	True	False	"[""ENSG00000001084"", ""ENSG00000001497"", ""ENSG00000003509"", ""ENSG00000004487"", ""ENSG00000004779"", ""ENSG00000004897"", ""ENSG00000005007"", ""ENSG00000005100"", ""ENSG00000005175"", ""ENSG00000005194"", ""ENSG00000005448"", ""ENSG00000006634"", ""ENSG00000006695"", ""ENSG00000006712"", ""ENSG00000006715"", ""ENSG00000006744""]"
23	replogle2022_rpe1_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/replogle2022_rpe1_crispri/ReplogleWeissman2022_rpe1.h5ad	transcript	category	62	0	False	False	False	"[""ENST00000248058.1"", ""ENST00000248384.1"", ""ENST00000261439.4"", ""ENST00000263377.2,ENST00000371835.4"", ""ENST00000274400.5,ENST00000330280.7"", ""ENST00000279873.7"", ""ENST00000281708.4"", ""ENST00000285600.4"", ""ENST00000299687.5"", ""ENST00000315947.1"", ""ENST00000321253.6"", ""ENST00000326183.3"", ""ENST00000327462.2"", ""ENST00000328570.3"", ""ENST00000329516.3"", ""ENST00000330339.7""]"
23	replogle2022_rpe1_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/replogle2022_rpe1_crispri/ReplogleWeissman2022_rpe1.h5ad	gene_transcript	category	2662	0	False	True	False	"[""10005_ZBTB4_P1_ENSG00000174282"", ""10020_ZC3H13_P1P2_ENSG00000123200"", ""10023_ZC3H18_P1P2_ENSG00000158545"", ""10024_ZC3H3_P1P2_ENSG00000014164"", ""10025_ZC3H4_P1_ENSG00000130749"", ""10029_ZC3H8_P1P2_ENSG00000144161"", ""10040_ZCCHC9_P1P2_ENSG00000131732"", ""10041_ZCRB1_P1P2_ENSG00000139168"", ""1004_C17orf58_P1P2_ENSG00000186665"", ""10054_ZDHHC7_P1P2_ENSG00000153786"", ""10055_ZDHHC7_P1P2_ENSG00000153786"", ""10056_ZDHHC7_P1P2_ENSG00000153786"", ""10073_ZFC3H1_P1P2_ENSG00000133858"", ""10094_ZFP69B_P1P2_ENSG00000187801"", ""10104_ZFR_P1P2_ENSG00000056097"", ""1011_C18orf21_P1P2_ENSG00000141428""]"
23	replogle2022_rpe1_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/replogle2022_rpe1_crispri/ReplogleWeissman2022_rpe1.h5ad	guide_id	category	2662	0	False	True	False	"[""AAAS_-_53715438.23-P1P2|AAAS_+_53715355.23-P1P2"", ""AAMP_+_219134851.23-P1P2|AAMP_+_219134841.23-P1P2"", ""AAR2_-_34824434.23-P1P2|AAR2_+_34824488.23-P1P2"", ""AARS2_+_44281027.23-P1P2|AARS2_+_44281044.23-P1P2"", ""AARS_+_70323362.23-P1P2|AARS_-_70323332.23-P1P2"", ""AASDHPPT_+_105948405.23-P1P2|AASDHPPT_+_105948450.23-P1P2"", ""AATF_-_35306286.23-P1P2|AATF_-_35306346.23-P1P2"", ""ABCB10_+_229694285.23-P1P2|ABCB10_-_229694297.23-P1P2"", ""ABCB7_-_74376019.23-P1P2|ABCB7_+_74375885.23-P1P2"", ""ABCE1_-_146019502.23-P1P2|ABCE1_-_146019516.23-P1P2"", ""ABCF1_+_30539238.23-P1|ABCF1_+_30539469.23-P1"", ""ABCF1_-_30546354.23-P2|ABCF1_-_30546344.23-P2"", ""ABCG1_-_43639282.23-P1P2|ABCG1_+_43639503.23-P1P2"", ""ABHD11_-_73153094.23-P1P2|ABHD11_+_73152963.23-P1P2"", ""ABHD17A_-_1885483.23-P1P2|ABHD17A_+_1885470.23-P1P2"", ""ABT1_-_26597263.23-P1P2|ABT1_+_26597412.23-P1P2""]"
